f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,label
0.0,0.0,-0.95864564,0.058567937,-1.899014,-0.14784695,-2.5058177,-0.29325032,-2.386578,-0.25230426,-1.9420034,-2.7207065,-2.051448,-1.3233378,-1.6337768,-0.42947382,-1.3829483,-0.40526974,-1.1329906,-2.9860454,-1.2445567,-1.1261227,-0.9945433,-0.26056406,-0.8739236,-0.4860633,-0.3005758,-2.8363729,-0.38297376,-1.0511873,-0.2655805,-0.29196998,-0.1594794,-0.511616,0.45102084,-2.5032434,0.3519614,-1.1680992,0.3969774,-0.60698205,0.4929586,-0.7796812,0
0.0,0.0,-0.8100277,0.050756473,-1.6380484,-0.16957355,-2.1936746,-0.36478868,-2.0315292,-0.42682254,-1.7164066,-2.4966736,-1.7745533,-1.2909796,-1.444246,-0.49334347,-1.2450216,-0.48499814,-1.0231727,-2.784491,-1.0650707,-1.2240871,-0.8844875,-0.3807803,-0.80472654,-0.5936457,-0.2955161,-2.683218,-0.32643378,-1.1714197,-0.26058823,-0.40694216,-0.16743623,-0.56676364,0.35636663,-2.3979878,0.32159966,-1.2170514,0.3320103,-0.6651701,0.40712956,-0.7626051,0
0.0,0.0,-1.1278177,0.09318721,-2.364122,0.036246847,-3.0344253,-0.16534731,-2.3977578,-0.36743277,-2.2936742,-3.392696,-2.0118072,-1.6053851,-1.6115402,-0.62751275,-1.484937,-0.67005265,-1.3073993,-3.8191903,-0.98285586,-1.5348707,-0.800037,-0.526352,-0.79684967,-0.60417765,-0.3149149,-3.7932794,-0.09248767,-1.5775043,-0.03114864,-0.6427387,-0.040801533,-0.74281466,0.6040477,-3.5157075,0.7230306,-1.9054246,0.6641091,-1.0040152,0.5813674,-0.9280329,0
0.0,0.0,-3.3951523,0.970621,-6.749615,0.51684,-8.122137,0.78589714,-9.0128,1.3960848,-5.68551,-10.017098,-3.753969,-0.36894482,-3.1640708,3.1819165,-3.090197,2.206048,-1.4405603,-11.400159,0.3077705,-0.07054366,-0.34375316,3.029265,-0.7327667,0.68047994,2.3612375,-10.916565,3.6161363,-0.006175713,2.3535671,2.3671148,1.7186906,0.17352156,5.4080706,-9.561743,5.825157,-1.6432803,4.7265286,0.64741826,4.078786,-0.6580166,0
0.0,0.0,-7.2643213,1.7565252,-15.306205,0.77162194,-16.771212,0.84155536,-12.164952,-1.1966077,-10.555584,-21.888403,-5.4976535,-3.0139093,-5.365839,4.1335764,-6.3090205,2.210327,-1.8330616,-25.078993,1.826445,-3.513641,0.18273403,3.5324275,-0.8586104,-0.5126287,5.8546734,-24.221714,8.144459,-3.1288822,5.4847016,1.5514328,4.0408072,-2.7208288,11.751309,-21.105618,12.74961,-5.7262945,10.566117,-1.5496514,8.882684,-4.270171,0
0.0,0.0,-4.0704684,0.7975653,-8.200626,-0.6067182,-9.151723,-0.6116251,-7.017688,-0.69238085,-4.8806996,-11.258623,-3.2427905,-0.76419306,-3.5033119,2.6292892,-3.842962,0.9735484,-0.39005163,-12.558874,0.880743,-0.53406847,-0.34022346,2.2292879,-0.8816459,-0.4719115,3.4586496,-11.821517,4.1171403,-0.5231808,2.58934,1.1365236,1.9299793,-1.583838,6.3031087,-10.050861,6.5573354,-1.9054803,5.3414693,-0.2253284,4.571743,-2.0653646,0
0.0,0.0,-3.7937825,0.9659337,-7.7225657,0.1556045,-8.487874,1.2283309,-6.608846,1.6606485,-5.1479306,-9.423182,-3.376501,0.8104704,-3.054787,4.470393,-3.445877,3.391201,-0.5495675,-11.085209,0.9433526,0.5114192,0.19262291,3.3155825,-0.6226581,0.78249407,3.5202076,-10.753955,4.437386,0.16293755,3.3571544,1.8833014,2.5765839,-0.9847522,6.5513597,-9.434489,7.155024,-1.5392065,6.280189,0.27729213,5.555506,-1.3464367,0
0.0,0.0,-1.536554,0.06596198,-2.7925742,-0.15134926,-3.1818483,-0.011607519,-2.8755972,-0.15218538,-1.5403395,-3.3385017,-1.5537217,0.45957667,-1.5329378,0.39489394,-1.4808575,-0.531728,-0.019495323,-3.3549566,-0.19576323,0.8484003,-0.32047245,0.22356127,-0.27554637,-0.9612878,1.2735558,-2.8663528,0.8794028,0.8635467,0.7476649,0.29320222,0.8419716,-0.84340656,2.2238746,-2.1180556,1.8647,0.42518052,1.7979854,-0.0154035315,1.9645627,-1.1292864,0
0.0,0.0,-2.2813458,0.19817327,-4.456449,-0.8018317,-4.975299,-0.79477185,-3.740738,-0.89320153,-2.1765249,-6.600302,-2.2639692,-0.9800543,-2.1481316,0.8541532,-2.112945,0.069006994,0.30384097,-6.8492103,0.018754425,-0.5032219,-0.38455886,0.60324335,-0.46443182,-0.88560885,2.3770628,-5.993271,1.9230018,-0.3901659,1.3842762,0.30995786,1.346215,-1.060893,3.8862236,-4.6956873,3.549667,-0.8456323,3.1457016,-0.27380872,3.1234925,-1.292761,0
0.0,0.0,-2.7023413,0.14116374,-5.501907,-0.15196344,-6.435771,1.3243244,-5.4376974,2.663278,-3.3687131,-6.4935627,-3.7019398,2.238219,-3.0349114,3.9121811,-2.4750428,2.3456414,-0.06323224,-6.5356774,-0.8290855,2.8214111,-0.9026454,3.0676904,-0.9522477,0.3053266,2.767431,-5.424527,1.7252864,2.8065476,1.4006898,2.8132427,1.4698802,0.34505278,4.915909,-3.9177513,3.939636,2.0510733,3.5966725,2.3655043,3.776056,0.64736235,0
0.0,0.0,-1.3841951,0.11438984,-2.3946912,-0.17386289,-2.4142988,0.20054847,-1.823491,0.3821962,-1.2813616,-3.2349126,-1.1505845,0.3643374,-1.3242661,0.678708,-1.436505,-0.047025755,0.08813277,-3.3342247,0.122857735,0.4262003,-0.15058075,0.10736317,-0.21408539,-0.9768149,1.2725797,-2.9208179,1.123756,0.36915007,0.85539293,0.01847957,0.85661715,-1.0500941,2.135653,-2.2932312,1.9896495,-0.041513562,1.787084,-0.36036903,1.8241512,-1.3480471,0
0.0,0.0,-2.0330684,0.3880206,-3.9971547,0.31184313,-4.4214387,0.93884283,-3.3986359,0.9690868,-2.2374423,-3.9847944,-2.4992049,1.1646903,-2.2734911,1.6088,-2.034625,0.28700808,-0.1251465,-4.147405,-0.528802,1.6240896,-0.6886706,1.2012314,-0.73584,-0.6771554,1.7090375,-3.5889692,1.0417614,1.4376007,0.7876966,0.94696015,0.8142182,-0.7707102,3.0708437,-2.7216208,2.4467654,0.75982726,2.2347922,0.38465005,2.3302088,-1.0563264,0
0.0,0.0,-1.9527622,0.1751676,-3.7154722,-0.065936185,-4.012765,0.61950904,-3.2586422,1.0878011,-2.110896,-3.712332,-2.6924658,0.9828793,-2.3433905,1.5552901,-2.0796037,0.3815998,-0.16403186,-3.7962544,-0.8950156,1.4076216,-0.986523,1.394788,-0.9985237,-0.054317046,1.4872986,-3.2053595,0.6098434,1.4319329,0.42042062,1.0837812,0.5622474,-0.34953877,2.6539161,-2.300426,1.9763899,0.8303526,1.7710617,0.49760982,1.9234422,-0.82084846,0
0.0,0.0,-3.6737416,-0.4103618,-7.287629,-2.095294,-8.218573,-1.0404437,-6.5399046,0.7283019,-5.489502,-11.839688,-5.7166204,-2.785579,-4.278976,1.4699492,-3.1116238,1.3661366,-1.2640212,-12.564127,-1.5771213,-2.0173275,-1.2854145,1.5144465,-0.99254096,0.12191151,2.563815,-11.380446,2.15792,-1.513288,1.7727844,1.3567975,1.8225495,-0.19771776,5.735404,-9.320898,5.0853014,-2.1356387,4.523254,0.27991247,4.4510126,-0.6910647,0
0.0,0.0,-1.4737256,-0.12249775,-2.9975567,-0.9002604,-3.5226724,-1.252151,-2.7456095,-1.4785783,-1.9912637,-5.0766406,-1.8074226,-1.9447123,-1.5200195,-0.45572984,-1.4055384,-0.6778586,-0.3658262,-5.3945994,-0.3864975,-1.9345365,-0.46078402,-0.37054092,-0.44607723,-0.8949945,1.0728285,-4.985531,0.91574466,-1.6911312,0.5938977,-0.42509347,0.48240095,-0.8978854,2.1719296,-4.2091217,2.006505,-1.7056128,1.6334169,-0.70058,1.3939333,-1.0072033,0
0.0,0.0,-1.0327592,-0.11932907,-1.9931957,-0.75307524,-2.3494558,-1.23176,-2.1394696,-1.7052782,-1.1575104,-3.8690543,-0.98659915,-1.6500378,-0.92952424,-0.6151127,-0.93344706,-0.76040983,-0.07282705,-4.0989037,0.04121673,-1.6623548,-0.17933178,-0.6195105,-0.25618687,-0.9666273,0.8725478,-3.7919686,0.9100138,-1.4956956,0.5795157,-0.6523209,0.4500474,-0.9918724,1.576239,-3.2149606,1.6298892,-1.5173305,1.3419366,-0.8434866,1.1537671,-1.0652758,0
0.0,0.0,-2.3600528,-0.17596342,-4.8162465,-1.0535281,-5.7096953,-0.46560755,-4.992196,0.47619572,-3.7103198,-8.244398,-3.7957964,-1.4870145,-2.8749735,1.186242,-2.2378087,0.70594734,-0.85793996,-8.423898,-1.1959511,-0.9228547,-1.0577171,1.2318075,-0.96633893,-0.25727236,1.7436408,-7.4097953,1.2644229,-0.7077479,1.0227062,0.9523173,1.0680758,-0.39156452,3.87632,-5.9350796,3.2882617,-1.1918168,2.8355973,0.24393389,2.7716992,-0.62141144,0
0.0,0.0,-1.5539427,-0.11184061,-3.0336332,-0.37787512,-3.6668077,0.04084896,-3.1247463,0.6566664,-2.3870502,-3.592435,-2.8438296,0.16458805,-2.2375507,1.169328,-1.8386823,0.54374063,-0.94554245,-3.6351237,-1.537611,0.53312695,-1.1527623,1.2207036,-0.9617915,0.27378294,0.3757738,-3.0942066,-0.3535746,0.57735837,-0.09912374,1.0318613,0.13362333,0.16249216,1.4748214,-2.399444,0.9137766,0.4518627,1.0229633,0.7663041,1.1947708,-0.061976608,0
0.0,0.0,-1.2696602,-0.13097216,-2.3874438,-0.4863931,-2.7422943,-0.56145495,-2.2693975,-0.5198766,-2.2261293,-4.1429615,-2.43119,-1.1440871,-1.908878,-0.13677138,-1.5532613,-0.5374852,-1.0054281,-4.3032417,-1.2412817,-0.8977287,-0.89039946,-0.13411593,-0.6558721,-0.754872,0.15505682,-3.8953562,-0.16336702,-0.8495333,0.029647669,-0.3165919,0.22215453,-0.98016596,1.1550751,-3.2254968,0.8552596,-0.9457116,0.8981079,-0.53085524,1.0123484,-1.1500973,0
0.0,0.0,-1.0652714,-0.050796784,-2.1933095,-0.2836814,-2.7906559,-0.2858498,-2.5448585,-0.29913494,-2.334858,-3.637773,-2.364246,-0.8801117,-1.7984389,-0.037906464,-1.4964628,-0.57852733,-1.1683588,-3.8663323,-1.1546109,-0.63237584,-0.8227217,0.08982863,-0.7231425,-0.69069886,-0.027900007,-3.6021256,-0.106196314,-0.6639098,0.07031491,0.008567981,0.18155721,-0.57949615,0.99356264,-3.1291044,0.86228794,-1.0012794,0.86853164,-0.42932954,0.9168023,-0.86827826,0
0.0,0.0,-1.9181587,0.09119257,-3.6846662,0.048390113,-4.55677,0.65087956,-4.148414,1.1473029,-3.3293314,-3.6934545,-3.5838552,1.2148353,-2.8272345,1.5457655,-2.3260355,0.4217935,-1.5199318,-3.9359,-1.6464413,1.8174595,-1.187102,1.2636276,-0.9636746,-0.26707906,0.27897456,-3.4270957,-0.032695312,1.6302406,0.169371,0.86026573,0.26749063,-0.7132378,1.889259,-2.6213315,1.5445944,1.0202479,1.5795112,0.42506525,1.6272905,-1.1199389,0
0.0,0.0,-0.9388232,0.3642604,-1.6583049,0.72981673,-1.6844566,1.2745383,-1.1687922,1.5402808,-1.2501267,-0.8546228,-1.4541332,1.6503502,-1.2252542,1.7192856,-1.1368105,1.0068551,-0.39108324,-0.9477939,-0.54053897,1.921178,-0.48530927,1.6931269,-0.5557934,0.83132046,0.4133983,-0.7421015,0.16954191,1.8360839,0.051441878,1.4566029,-0.04475043,0.62350446,1.0578083,-0.38379297,0.8358494,1.5241818,0.680347,1.2051075,0.56308407,0.4024354,0
0.0,0.0,-1.1305791,0.3067647,-1.9163256,0.49795163,-1.7875446,1.2190102,-1.0578483,1.6462829,-1.2288551,-1.6579975,-1.3413178,1.2746763,-1.2141165,1.8923751,-1.0454051,1.3442756,-0.20984797,-1.6505624,-0.3685013,1.4445351,-0.47167936,1.7041681,-0.495774,0.8684516,0.70722824,-1.294023,0.45259073,1.3966596,0.25937527,1.4339416,0.24583206,0.6757804,1.4461963,-0.7947002,1.1640259,0.9666871,0.9631608,1.0114803,0.9941729,0.49371517,0
0.0,0.0,-2.1858065,0.7724114,-4.377801,1.3129109,-4.719181,2.4382446,-3.2854545,2.7703478,-2.8505895,-3.269317,-2.6155756,2.301267,-2.890819,2.1133595,-2.994641,0.67580956,-0.45758826,-3.7645438,-0.21196224,3.0856006,-0.6585454,1.6881138,-0.8613749,-0.50796974,1.7373977,-3.3304517,1.5136584,2.6789365,1.1230187,1.2726165,1.1353648,-0.8542128,3.4330535,-2.4718354,2.9593155,1.596824,2.6521232,0.45196173,2.7857528,-1.5312932,0
0.0,0.0,-3.7294006,0.92854595,-7.367945,1.5035144,-8.720643,4.078678,-7.6612535,4.728272,-4.2656546,-5.725395,-2.9878056,5.0553303,-3.8718157,4.9580126,-4.3350353,2.5063987,0.23654774,-6.5140886,0.9058727,6.283426,-0.2987649,4.2094793,-0.84959227,0.52744,4.069274,-5.581645,3.744425,6.1054406,2.4987843,4.3399534,2.2754264,0.74509686,6.903156,-4.004632,6.274132,4.4345493,5.2417946,3.5016909,5.0084577,0.7293137,0
0.0,0.0,-6.543554,1.3701798,-11.130065,1.0471048,-11.333207,4.796989,-8.577142,7.3458443,-4.5296087,-9.646812,-2.6966097,6.155009,-4.9297395,6.7610474,-6.260871,3.357304,2.148069,-10.63742,2.2013955,7.0400295,-0.12798141,4.9675565,-0.9562442,0.29256973,7.334057,-9.203375,6.097199,6.9549336,3.9048088,4.8955173,3.4571838,0.11424464,10.6938925,-6.9252005,9.421034,4.8964252,7.6972218,3.5612836,7.0405326,-0.44602886,0
0.0,0.0,-8.513784,0.7298037,-13.900253,-1.4986159,-12.981083,1.2664621,-8.888287,2.9987392,-4.239525,-15.950806,-2.2469428,3.6987958,-5.1573033,5.664191,-7.1330395,1.6057554,3.8759472,-16.725664,3.8932414,4.980023,0.7446194,4.4112916,-0.4067079,-0.91355824,10.010787,-14.700299,9.090021,4.8298755,6.1035385,3.685732,5.3105874,-1.8995081,13.907472,-11.637399,13.152164,2.5706224,10.902084,2.5936677,9.781597,-1.6892521,0
0.0,0.0,-3.1245697,0.15489432,-5.4347816,-0.8061846,-5.5297422,0.17256479,-4.418174,1.1338737,-1.9464412,-8.90486,-0.90523946,0.40605208,-2.0133731,2.51214,-2.8253067,0.99930423,1.7720144,-9.284268,1.9978374,0.75319904,0.5840322,1.4414119,0.02121005,-0.99977505,4.6908374,-8.313246,4.4393735,0.881817,3.0776424,1.0471853,2.6293697,-1.5740341,6.667596,-6.8556643,6.2702394,-0.23666424,5.315757,0.30939856,4.828788,-1.7090912,0
0.0,0.0,-2.3464525,0.3803718,-4.6672735,-0.6810349,-5.118869,-0.6390347,-3.925549,-1.0336177,-2.1934586,-9.247484,-0.91610575,-1.9726744,-1.2614053,1.3355411,-1.6731102,1.295809,1.058569,-9.935054,2.0933142,-1.6530517,0.9281021,0.8701778,0.42108187,-0.90702266,3.8109672,-9.262425,4.499306,-1.4855176,3.023492,-0.0057588737,2.3172574,-1.9451312,5.6826453,-8.006855,6.0006423,-2.3357046,4.845523,-0.7856623,4.0796313,-2.051288,0
0.0,0.0,-1.6009452,0.22212394,-3.2152803,-0.5138485,-3.512618,-0.5592143,-2.527345,-0.68646604,-1.6872197,-6.4466133,-0.8233032,-1.6571169,-0.96560895,0.5805264,-1.1254604,0.44775534,0.4645334,-6.907629,1.1873131,-1.5403621,0.4697311,0.1909293,0.18967916,-0.98184615,2.2914917,-6.45648,2.7947297,-1.4130241,1.8738137,-0.32174015,1.4731873,-1.5463258,3.5902967,-5.6090274,3.8556678,-1.9280989,3.092787,-0.8298107,2.5988271,-1.6266235,0
