f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,label
0.0,0.0,-0.094834484,-0.052880473,-0.16155529,-0.18652496,-0.17867796,-0.32336992,-0.13055296,-0.43235192,-0.062414736,-0.47911707,-0.041830547,-0.68366057,-0.02069922,-0.8096783,0.0055943457,-0.92201024,0.018015785,-0.50266844,0.042058837,-0.72792256,0.060738124,-0.865597,0.07987185,-0.99680513,0.087895684,-0.48144004,0.111152515,-0.6848675,0.12669718,-0.8142486,0.14162603,-0.93122023,0.15039048,-0.42164567,0.16842416,-0.5811801,0.17880467,-0.6794367,0.18885472,-0.76970553,1
0.0,0.0,-0.108954534,-0.04386815,-0.16985713,-0.16358377,-0.16970867,-0.28797266,-0.1383815,-0.37813652,-0.039151788,-0.47447088,-0.010296947,-0.6843059,0.016311329,-0.8154323,0.043104652,-0.9292765,0.05130341,-0.49786428,0.08595016,-0.72738,0.10939898,-0.8648307,0.13464485,-0.9908939,0.12309399,-0.47675648,0.15494673,-0.68565565,0.17445266,-0.814589,0.19381766,-0.9309353,0.18534361,-0.4180219,0.21141754,-0.58194023,0.22202694,-0.6772289,0.22981997,-0.76371485,1
0.0,0.0,-0.14476277,-0.04824437,-0.2576351,-0.17233743,-0.2984587,-0.3253492,-0.2943715,-0.47112557,-0.15026356,-0.4555118,-0.1549118,-0.6675717,-0.14945546,-0.7975875,-0.13783059,-0.9133923,-0.059752434,-0.48897073,-0.05920482,-0.725189,-0.05140051,-0.8692133,-0.042198163,-0.99910927,0.0224722,-0.474103,0.02326168,-0.6929903,0.02901229,-0.82544154,0.03412284,-0.944304,0.10579266,-0.42062098,0.10927913,-0.5842051,0.10937489,-0.68538713,0.106421456,-0.77817816,1
0.0,0.0,-0.1500233,-0.052082386,-0.26943728,-0.17556852,-0.31728828,-0.33065954,-0.28217423,-0.46528792,-0.16651818,-0.46109247,-0.16464007,-0.6795008,-0.1570853,-0.8123672,-0.14365217,-0.9279278,-0.07197564,-0.48653293,-0.064120494,-0.72656834,-0.054698836,-0.8724803,-0.046474665,-0.9989195,0.012054692,-0.46616057,0.022394435,-0.6854414,0.027506411,-0.82389134,0.03025033,-0.9454805,0.09249063,-0.40933642,0.10184661,-0.5691952,0.10298833,-0.67074937,0.10109274,-0.76500016,1
0.0,0.0,-0.14887553,-0.04604813,-0.27609032,-0.18583992,-0.32195318,-0.35871646,-0.24089196,-0.43237203,-0.17750767,-0.47053397,-0.18162371,-0.6799596,-0.18288283,-0.8038008,-0.17813265,-0.91261715,-0.09007652,-0.49374893,-0.09287482,-0.7282375,-0.09387598,-0.87065727,-0.09514176,-0.9954637,-0.0064697256,-0.47397962,-0.0066204728,-0.69277334,-0.0035941307,-0.8261989,-0.0030158907,-0.9436049,0.07800149,-0.41812745,0.07854134,-0.5831657,0.07654228,-0.6884762,0.0710465,-0.78412753,1
0.0,0.0,-0.16573058,-0.035663996,-0.30340612,-0.16425051,-0.3552558,-0.3385366,-0.27107006,-0.4112883,-0.21022983,-0.44461894,-0.22345161,-0.6612922,-0.22439769,-0.79125744,-0.22004555,-0.9048347,-0.116603695,-0.47701067,-0.12670624,-0.7193923,-0.12540926,-0.86714137,-0.1215534,-0.9925849,-0.028092815,-0.4604348,-0.039514374,-0.68952626,-0.03992044,-0.8225737,-0.039844237,-0.93688774,0.060639437,-0.40680388,0.056096684,-0.57707053,0.054081857,-0.68374336,0.04985513,-0.7751095,1
0.0,0.0,-0.1442466,-0.054806925,-0.26298332,-0.1980319,-0.30063787,-0.35981885,-0.23716946,-0.4588899,-0.16659665,-0.48460263,-0.1804183,-0.68897825,-0.18518068,-0.81157196,-0.18118648,-0.9140969,-0.0810079,-0.5052918,-0.09937693,-0.7310637,-0.11050142,-0.87297195,-0.11428857,-0.9934476,0.0044673095,-0.483015,-0.008898615,-0.6945545,-0.014026702,-0.8162455,-0.015110341,-0.921373,0.09087551,-0.42254597,0.08711318,-0.5777748,0.08350236,-0.66859424,0.08039867,-0.7471474,1
0.0,0.0,-0.13834815,-0.06671281,-0.24648172,-0.20731169,-0.28136536,-0.36436728,-0.20076498,-0.4061428,-0.14111103,-0.49946982,-0.14617862,-0.7011816,-0.14781268,-0.8280087,-0.14404337,-0.9431687,-0.06337791,-0.51152426,-0.069397114,-0.7330986,-0.06964572,-0.8716855,-0.067308865,-0.99773216,0.010368223,-0.48355272,0.0041917907,-0.6911766,0.003886937,-0.8196626,0.0041101547,-0.93523115,0.08690753,-0.42083636,0.08680364,-0.57992065,0.086653665,-0.6806885,0.08400911,-0.77036715,1
0.0,0.0,-0.1173772,-0.081168145,-0.20035756,-0.22898203,-0.1962029,-0.37348545,-0.12487335,-0.4555063,-0.08366816,-0.49379793,-0.079985194,-0.69483507,-0.07060574,-0.8178755,-0.053520158,-0.9245509,-0.003858333,-0.508353,0.004948668,-0.73629963,0.015110328,-0.8762684,0.029185787,-0.999574,0.06769422,-0.4780019,0.08202159,-0.6874074,0.091942176,-0.8184703,0.101870455,-0.93507063,0.13669091,-0.40852448,0.15103473,-0.5583225,0.15740228,-0.6552366,0.16237037,-0.74787015,1
0.0,0.0,-0.123018324,-0.0899498,-0.21347496,-0.24504253,-0.22580802,-0.40537277,-0.15332742,-0.49014914,-0.11001617,-0.49922505,-0.11149584,-0.69914126,-0.10966037,-0.82184726,-0.101548165,-0.928847,-0.031748794,-0.5152621,-0.030390909,-0.73792034,-0.029289264,-0.8760396,-0.026359173,-0.99965256,0.041195787,-0.48836803,0.046684604,-0.69397753,0.053289693,-0.8199002,0.05752945,-0.9311172,0.1133471,-0.42405778,0.12279206,-0.572229,0.12397813,-0.66786104,0.12101198,-0.7563907,1
0.0,0.0,-0.12277205,-0.06992349,-0.22502162,-0.22627836,-0.25774148,-0.38695854,-0.19556347,-0.46551922,-0.13205588,-0.48851943,-0.14407897,-0.68798256,-0.14741607,-0.8125653,-0.14349045,-0.91974413,-0.057443753,-0.50906605,-0.0701526,-0.7337741,-0.07634163,-0.8745173,-0.07672927,-0.99705195,0.014367962,-0.4882453,0.003923905,-0.698518,0.00086078624,-0.8254519,0.00096708856,-0.9359181,0.08716962,-0.43146163,0.08788199,-0.58112955,0.0885831,-0.6795244,0.08886168,-0.76944077,1
0.0,0.0,-0.117356785,-0.063974716,-0.21163481,-0.20435911,-0.23339812,-0.35970965,-0.162437,-0.43128845,-0.11559636,-0.4634246,-0.117849074,-0.6661677,-0.114005245,-0.79430944,-0.10298904,-0.9073217,-0.03646737,-0.48439378,-0.03439791,-0.7181025,-0.030483034,-0.86754805,-0.026137853,-0.99965835,0.037614737,-0.4598916,0.04562572,-0.6756429,0.05178876,-0.81040496,0.054729007,-0.92884445,0.11125106,-0.3983792,0.12219802,-0.5549982,0.12694815,-0.65819955,0.12801282,-0.7551159,1
0.0,0.0,-0.12483486,-0.061255887,-0.22206636,-0.20811537,-0.23303747,-0.37247396,-0.1623774,-0.4521192,-0.11836304,-0.47022706,-0.12544483,-0.6724883,-0.1259309,-0.79680705,-0.12056814,-0.9057414,-0.04120209,-0.49368098,-0.04736377,-0.727123,-0.050176803,-0.8720821,-0.05114537,-0.9986912,0.03041402,-0.4720384,0.030872168,-0.68645483,0.031533763,-0.81951606,0.029790245,-0.9365515,0.1032931,-0.41315794,0.10886544,-0.565861,0.10701953,-0.6658607,0.101842694,-0.76060474,1
0.0,0.0,-0.12603259,-0.069489725,-0.22366363,-0.21708053,-0.23087202,-0.3735412,-0.162376,-0.45620427,-0.12224406,-0.47272107,-0.13329011,-0.67579997,-0.13508451,-0.7989814,-0.12971579,-0.90664107,-0.045688003,-0.49587613,-0.054950673,-0.7276005,-0.05904099,-0.8719876,-0.05975212,-0.99821323,0.027227396,-0.47498438,0.024777511,-0.68913734,0.023038339,-0.8222203,0.02050965,-0.9383022,0.10148742,-0.41667634,0.10352415,-0.56890005,0.098115906,-0.6692574,0.090786144,-0.7629742,1
0.0,0.0,-0.1104381,-0.09678588,-0.18503241,-0.2677228,-0.17570862,-0.42576733,-0.101780616,-0.48203027,-0.055485588,-0.5013111,-0.036449235,-0.702799,-0.024748223,-0.8242002,-0.012249885,-0.9279181,0.01951055,-0.5017212,0.04115826,-0.72713953,0.053166497,-0.87223727,0.06479483,-0.9978986,0.08669621,-0.46536776,0.11041351,-0.6760296,0.12628615,-0.8044081,0.13731433,-0.9150972,0.14870222,-0.394751,0.16959637,-0.5473711,0.17739592,-0.6477401,0.18066023,-0.73816115,1
0.0,0.0,-0.12234647,-0.08629326,-0.20748639,-0.25506672,-0.21869591,-0.42586038,-0.15145573,-0.472404,-0.09380919,-0.48756608,-0.08424461,-0.68167675,-0.07930029,-0.8036767,-0.0698579,-0.91006804,-0.019472374,-0.49907628,-0.009551009,-0.7269475,-0.0033658443,-0.87290406,0.002752548,-0.9999962,0.04862685,-0.46645814,0.061748832,-0.67725265,0.07209566,-0.8071882,0.07927301,-0.9201469,0.11561174,-0.3961959,0.13117796,-0.54692435,0.13624284,-0.6476191,0.13720444,-0.73994315,1
0.0,0.0,-0.119693555,-0.08686848,-0.20905109,-0.24710347,-0.22869289,-0.40702626,-0.16366789,-0.46821618,-0.098316886,-0.47983304,-0.09031351,-0.6838108,-0.08461595,-0.81012356,-0.073938414,-0.91872966,-0.021207355,-0.486055,-0.0109978765,-0.7215031,-0.0056052264,-0.87100077,-0.0011635071,-0.99999934,0.05024963,-0.4492246,0.06370364,-0.66766584,0.07616512,-0.800318,0.08494833,-0.9156724,0.11801904,-0.37631726,0.13543971,-0.5322017,0.14328907,-0.63576704,0.14730886,-0.7310346,1
0.0,0.0,-0.12389648,-0.07789161,-0.21613078,-0.23657218,-0.23660491,-0.39880818,-0.17164476,-0.4565918,-0.105034955,-0.47445253,-0.09815315,-0.6812654,-0.0914923,-0.8099373,-0.079245575,-0.9200732,-0.02580743,-0.48024237,-0.017098052,-0.71918756,-0.010162644,-0.8698107,-0.003975133,-0.9999921,0.047061224,-0.44248515,0.06071945,-0.6640355,0.07254085,-0.79898596,0.07986468,-0.91707337,0.11684122,-0.36865845,0.13613789,-0.5258991,0.14351912,-0.63052064,0.14531931,-0.7281691,1
0.0,0.0,-0.1373377,-0.06335487,-0.24311045,-0.20120141,-0.27745864,-0.35509592,-0.21922395,-0.4191962,-0.1486289,-0.44296482,-0.1562629,-0.6542173,-0.15820836,-0.7892193,-0.15404934,-0.90637076,-0.066665165,-0.45522198,-0.072360344,-0.6998548,-0.07611789,-0.8595557,-0.079131685,-0.9968642,0.011172858,-0.42304453,0.007296661,-0.6505651,0.0075309444,-0.7925486,0.0057892287,-0.91617614,0.08742028,-0.35446653,0.098175235,-0.51483977,0.10233811,-0.62077236,0.10135911,-0.716693,1
0.0,0.0,-0.100995414,-0.106854156,-0.16332066,-0.27058184,-0.15803346,-0.42669594,-0.074046165,-0.47205275,-0.020624619,-0.49409768,0.016544336,-0.69354683,0.038991418,-0.8162034,0.06359921,-0.9234242,0.05669937,-0.48745993,0.10078851,-0.7144594,0.1276216,-0.8596811,0.15039197,-0.9886264,0.12324805,-0.4404694,0.16697134,-0.65053993,0.19530147,-0.7815305,0.216563,-0.89766914,0.18293071,-0.35898295,0.21982767,-0.5110087,0.24169992,-0.61380976,0.25914302,-0.70761174,1
0.0,0.0,-0.09778905,-0.08776148,-0.16711637,-0.24654013,-0.17491962,-0.40438694,-0.091144904,-0.46301755,-0.037645146,-0.48549128,-0.0083086165,-0.68727684,0.012188359,-0.8123998,0.038865745,-0.92000777,0.043565843,-0.48427778,0.07782747,-0.7144979,0.09991837,-0.8604864,0.12152976,-0.9925878,0.11270654,-0.43997693,0.14984684,-0.649767,0.17453024,-0.7836656,0.19408795,-0.90282214,0.17491609,-0.36024553,0.20568225,-0.5111195,0.22172502,-0.613431,0.23254259,-0.7111259,1
0.0,0.0,-0.098135084,-0.079467826,-0.15465522,-0.23532125,-0.14403248,-0.37506554,-0.06478554,-0.39842784,-0.010790068,-0.48163638,0.020074978,-0.6783636,0.044167534,-0.8029366,0.07227164,-0.91148186,0.071666844,-0.48142567,0.109080344,-0.7067918,0.13378553,-0.85219413,0.15870185,-0.98732656,0.14006597,-0.4381199,0.17991348,-0.64598465,0.20475148,-0.7789448,0.2265895,-0.9014455,0.19906342,-0.35928574,0.23249042,-0.51181424,0.24996807,-0.615031,0.2656492,-0.71664846,1
0.0,0.0,-0.11062075,-0.041352224,-0.20845735,-0.15998355,-0.22945754,-0.30697262,-0.15525383,-0.37836194,-0.10774959,-0.4335941,-0.11062677,-0.6449081,-0.108163886,-0.777075,-0.09902357,-0.89835185,-0.02056276,-0.4592552,-0.021296378,-0.6996194,-0.020167561,-0.85306406,-0.017350014,-0.9998495,0.059204455,-0.43623683,0.06362761,-0.6583239,0.06868553,-0.7982158,0.07212631,-0.92915314,0.13550332,-0.37881362,0.14112525,-0.54133064,0.14494172,-0.6463591,0.14705382,-0.74956,1
0.0,0.0,-0.11055643,-0.047123957,-0.21393152,-0.16153166,-0.24500178,-0.30233374,-0.17059013,-0.38436055,-0.11729113,-0.44329947,-0.12115213,-0.65646154,-0.123522334,-0.7874467,-0.12063716,-0.90335655,-0.03168236,-0.4663522,-0.036090188,-0.70920295,-0.039078217,-0.8614571,-0.040082052,-0.9991964,0.049063515,-0.44082782,0.051777292,-0.6694388,0.05518728,-0.8088136,0.055547755,-0.9321359,0.12852456,-0.37951425,0.13546255,-0.5451069,0.13597642,-0.6515331,0.1322467,-0.7502352,1
0.0,0.0,-0.10208558,-0.07418127,-0.17563261,-0.21010967,-0.18364699,-0.33512563,-0.12146922,-0.4133192,-0.065078534,-0.481286,-0.06057602,-0.6829073,-0.053532526,-0.8091207,-0.043682393,-0.92338204,0.011289703,-0.4992399,0.019686354,-0.7218053,0.026826698,-0.8655196,0.033228237,-0.99944776,0.08059281,-0.4706552,0.091448165,-0.68419564,0.10114101,-0.81499726,0.1063332,-0.93222916,0.14886592,-0.40477383,0.16597585,-0.55996174,0.17392337,-0.6632018,0.17712523,-0.7578444,1
0.0,0.0,-0.106771074,-0.046923485,-0.1918107,-0.17827348,-0.20076288,-0.32193753,-0.11035568,-0.39240995,-0.08019866,-0.45294374,-0.07092912,-0.6618876,-0.058625877,-0.79073167,-0.03777303,-0.90632075,0.010178628,-0.47630164,0.022109866,-0.71230257,0.03238633,-0.85795665,0.04245689,-0.9990983,0.08915209,-0.45180357,0.10500227,-0.66780716,0.1153759,-0.8050446,0.12389165,-0.9306569,0.16209921,-0.3899708,0.17523271,-0.54509467,0.1823448,-0.65128964,0.18890035,-0.75397104,1
0.0,0.0,-0.109364815,-0.04086206,-0.20322192,-0.16967592,-0.21128298,-0.3158274,-0.1206836,-0.3860219,-0.091523975,-0.44837293,-0.08457311,-0.65785587,-0.071186915,-0.78719634,-0.04933394,-0.902723,0.00024748634,-0.47923926,0.011545145,-0.716752,0.023042696,-0.8617717,0.03416101,-0.99941635,0.08009979,-0.46060783,0.09871548,-0.6774004,0.11095676,-0.8129271,0.119583264,-0.93319887,0.15498623,-0.40195334,0.17338333,-0.55674094,0.1831371,-0.6599665,0.18897822,-0.75726753,1
0.0,0.0,-0.10415301,-0.046509255,-0.19658056,-0.179589,-0.22108616,-0.33412355,-0.14170922,-0.41380233,-0.09420958,-0.45529982,-0.09034793,-0.66055703,-0.08339923,-0.78943926,-0.06915078,-0.9040208,-0.007083487,-0.48424396,-0.00030297326,-0.7147947,0.0050085555,-0.86075443,0.009265741,-0.9999571,0.071280636,-0.46249223,0.08587198,-0.6774252,0.09540832,-0.81152123,0.100831516,-0.93653154,0.14589158,-0.4013232,0.16169299,-0.5598692,0.17148653,-0.66453946,0.17802975,-0.76716113,1
0.0,0.0,-0.12443129,-0.07189752,-0.21033868,-0.22398093,-0.23289002,-0.3898693,-0.221955,-0.5448906,-0.10532928,-0.47421926,-0.102784,-0.67788625,-0.095727034,-0.80358833,-0.08176679,-0.91959256,-0.016746996,-0.4970168,-0.01079931,-0.72173995,-0.005963482,-0.8646884,0.00094258704,-0.9999996,0.060634874,-0.470762,0.07802065,-0.6792593,0.08762542,-0.81250703,0.09610221,-0.93854636,0.13523346,-0.40693772,0.1542836,-0.55727607,0.16342257,-0.6600404,0.17003031,-0.76273346,1
0.0,0.0,-0.12979802,-0.071278535,-0.217298,-0.22720821,-0.23119487,-0.39133176,-0.22784865,-0.53225327,-0.120700344,-0.46732664,-0.13109906,-0.66664785,-0.13356042,-0.78936046,-0.13118671,-0.90225923,-0.03798225,-0.49459082,-0.047577463,-0.7196995,-0.053423584,-0.8644761,-0.05734027,-0.9983547,0.037388183,-0.47191253,0.04010261,-0.6830413,0.04254557,-0.81395453,0.042503957,-0.936348,0.11222981,-0.41205755,0.11972832,-0.564583,0.1196613,-0.6674566,0.11764257,-0.76660067,1
0.0,0.0,-0.13239372,-0.064430095,-0.22566988,-0.21937208,-0.27080956,-0.37166896,-0.3060764,-0.50884604,-0.14344314,-0.4598341,-0.15895957,-0.65958166,-0.1647402,-0.78236353,-0.16415794,-0.8950277,-0.060119364,-0.4888319,-0.07918558,-0.7154551,-0.09240184,-0.8610136,-0.10266394,-0.9947161,0.018010993,-0.47061598,0.009434062,-0.6853893,0.002809458,-0.8194292,-0.0034913905,-0.9436827,0.0967378,-0.41564053,0.09542679,-0.5731935,0.08918407,-0.6797322,0.08145394,-0.7824312,1
0.0,0.0,-0.13562526,-0.065751776,-0.23415188,-0.22382213,-0.28209937,-0.37585536,-0.33167133,-0.5016444,-0.15668567,-0.45739502,-0.17159832,-0.661417,-0.17631374,-0.7868779,-0.17534074,-0.9001244,-0.072746515,-0.48487097,-0.09169707,-0.71560824,-0.10074223,-0.8619039,-0.10689705,-0.9942701,0.008146564,-0.46488702,-0.0013778665,-0.68058556,-0.0073026596,-0.8172955,-0.014838239,-0.9436028,0.09115366,-0.4075678,0.09281635,-0.5660664,0.08753525,-0.670947,0.077078156,-0.77104115,1
0.0,0.0,-0.14165704,-0.07125174,-0.24497971,-0.22641656,-0.28636813,-0.3826184,-0.32166377,-0.51524895,-0.16932315,-0.46924144,-0.19709985,-0.6709503,-0.20891637,-0.7951834,-0.2145502,-0.90807563,-0.09091559,-0.4951781,-0.12328,-0.7164239,-0.14046568,-0.8600423,-0.15268585,-0.98827475,-0.013605377,-0.47622114,-0.033079334,-0.6872946,-0.044106357,-0.8204313,-0.05486187,-0.9397102,0.06751684,-0.42043927,0.0645069,-0.5742397,0.056810126,-0.67719686,0.046554662,-0.77263,1
0.0,0.0,-0.14138451,-0.069118544,-0.23983134,-0.22084908,-0.28159827,-0.37120134,-0.32367662,-0.50060207,-0.1777342,-0.4574698,-0.2072794,-0.6616546,-0.22280897,-0.78716016,-0.23325366,-0.9018793,-0.102407284,-0.4815775,-0.13715766,-0.70576936,-0.16095138,-0.85106504,-0.18222764,-0.98325634,-0.027656917,-0.46056953,-0.047215614,-0.6742144,-0.060588468,-0.806744,-0.07533826,-0.9268968,0.050482552,-0.4025989,0.046705507,-0.55600315,0.038298853,-0.65947783,0.026078627,-0.75635976,1
0.0,0.0,-0.13884981,-0.070554726,-0.23919506,-0.22280334,-0.28052184,-0.37270394,-0.32044977,-0.5043602,-0.17777756,-0.454634,-0.20630002,-0.6560459,-0.22238149,-0.78172493,-0.23253672,-0.896897,-0.102304064,-0.4782266,-0.1351647,-0.7037269,-0.15650178,-0.8497665,-0.17581423,-0.98442334,-0.027298909,-0.4556636,-0.044788703,-0.66792315,-0.057524156,-0.8003997,-0.073012106,-0.9218537,0.051772088,-0.39623562,0.049515046,-0.54944247,0.03925545,-0.6537149,0.02373773,-0.7509953,1
0.0,0.0,-0.13817304,-0.074476965,-0.23636563,-0.22471416,-0.27685264,-0.3723319,-0.31158084,-0.5022814,-0.1671494,-0.46078783,-0.19404264,-0.6694662,-0.20824885,-0.7981633,-0.2157431,-0.9138327,-0.09259614,-0.4817939,-0.12355786,-0.71043915,-0.14233324,-0.8558691,-0.15846372,-0.9873648,-0.017898638,-0.46020958,-0.036625147,-0.6735882,-0.049398813,-0.8063934,-0.062975444,-0.9264749,0.061353583,-0.4025336,0.057564665,-0.5567642,0.04886698,-0.66116834,0.036885686,-0.75903445,1
0.0,0.0,-0.14505975,-0.07225687,-0.24668811,-0.22287388,-0.28716722,-0.370357,-0.32742524,-0.4934316,-0.1767041,-0.45359057,-0.2063101,-0.6574952,-0.22249894,-0.78520304,-0.23247908,-0.89953357,-0.10527194,-0.47602656,-0.13918951,-0.70548594,-0.15939781,-0.85416204,-0.17395374,-0.98475385,-0.031944804,-0.45764118,-0.056548398,-0.6747895,-0.073477596,-0.811436,-0.08838805,-0.9331236,0.04763148,-0.40538904,0.04024664,-0.5631974,0.030260809,-0.66768426,0.018314097,-0.76270396,1
0.0,0.0,-0.15365441,-0.06251232,-0.2588394,-0.20425889,-0.3004692,-0.34874004,-0.340237,-0.47670904,-0.18885708,-0.44783294,-0.21407467,-0.6511604,-0.22804719,-0.7767429,-0.23780704,-0.8898655,-0.11119651,-0.4687766,-0.13992219,-0.69935757,-0.1606116,-0.8503141,-0.17955253,-0.9837484,-0.03462963,-0.4439994,-0.053373303,-0.6581879,-0.06595239,-0.79317975,-0.08022627,-0.9142319,0.045685235,-0.38361517,0.042668182,-0.5361793,0.03438999,-0.63805825,0.021683523,-0.7315278,1
0.0,0.0,-0.14749894,-0.061077036,-0.252837,-0.19945711,-0.2984038,-0.33807185,-0.33673757,-0.45907456,-0.17222486,-0.44095165,-0.2063226,-0.6505492,-0.2217345,-0.7817647,-0.22945924,-0.8946837,-0.0937324,-0.46746984,-0.12782145,-0.70267445,-0.15161297,-0.8574009,-0.16808645,-0.98577225,-0.0151519915,-0.4508366,-0.035582844,-0.67307574,-0.055734254,-0.8129796,-0.07180015,-0.93203497,0.06513679,-0.39602166,0.059545454,-0.552615,0.04598445,-0.66084725,0.032409664,-0.7562834,1
0.0,0.0,-0.14326367,-0.066731274,-0.24224363,-0.21367228,-0.27660114,-0.35171497,-0.31603366,-0.4687047,-0.16729966,-0.45504978,-0.19440575,-0.6618204,-0.20587277,-0.78829014,-0.21113494,-0.9006113,-0.08981218,-0.4765684,-0.11421393,-0.7093179,-0.12927894,-0.86062074,-0.13969809,-0.99019414,-0.013707084,-0.4531092,-0.021296512,-0.6679401,-0.031817913,-0.79771817,-0.042608727,-0.90743357,0.06559054,-0.39452958,0.063179664,-0.5526458,0.05116573,-0.6541071,0.033991385,-0.7392251,1
0.0,0.0,-0.12237888,-0.08999203,-0.20975354,-0.23681039,-0.25385997,-0.3601306,-0.29013973,-0.46892655,-0.13074884,-0.48750502,-0.14688878,-0.69618416,-0.15310042,-0.82255095,-0.15402961,-0.9365873,-0.055433232,-0.5000065,-0.06991751,-0.72684115,-0.076904796,-0.87025124,-0.08105514,-0.99670964,0.017850803,-0.47616935,0.010064247,-0.69081616,0.004973319,-0.82331336,-0.0015296541,-0.9391188,0.09496306,-0.419582,0.10059476,-0.58095956,0.09583594,-0.6866967,0.085608765,-0.7773991,1
0.0,0.0,-0.12074328,-0.08141639,-0.20859154,-0.21866456,-0.24667658,-0.34988517,-0.2599617,-0.4708745,-0.10318075,-0.47670487,-0.10712917,-0.6796336,-0.10360533,-0.8029749,-0.09549489,-0.9160571,-0.02793143,-0.49044257,-0.027543949,-0.72272384,-0.026682548,-0.8675909,-0.024312101,-0.9997044,0.0395911,-0.46639532,0.045383304,-0.67909944,0.04554117,-0.8144088,0.044741087,-0.93295145,0.10897258,-0.4104995,0.11988433,-0.56284285,0.120507814,-0.66414267,0.11860851,-0.75603276,1
0.0,0.0,-0.12100032,-0.06676751,-0.2071743,-0.19994614,-0.2421454,-0.34043127,-0.24050067,-0.48692724,-0.113730006,-0.45708972,-0.10975872,-0.6615588,-0.103245154,-0.79095924,-0.0896006,-0.9067128,-0.03057323,-0.47762647,-0.02427611,-0.7135292,-0.018413996,-0.8637193,-0.014045187,-0.99990135,0.04276196,-0.45528883,0.05539878,-0.6660855,0.060699143,-0.80029094,0.062147986,-0.9220724,0.11321555,-0.40235832,0.13055661,-0.55051565,0.13259503,-0.6524632,0.13057901,-0.7516813,1
0.0,0.0,-0.121074095,-0.07080584,-0.20582436,-0.20674302,-0.22403988,-0.35730702,-0.224651,-0.5019994,-0.10125893,-0.46086773,-0.09799629,-0.6646338,-0.090144105,-0.7931661,-0.07609981,-0.9087679,-0.018925464,-0.48572856,-0.012830292,-0.71788126,-0.0086015435,-0.8644791,-0.0029938358,-0.9999955,0.05111381,-0.46497777,0.06385493,-0.6728355,0.068647385,-0.8059767,0.07210451,-0.92524594,0.119560815,-0.4084573,0.13377209,-0.5572511,0.13589759,-0.65772116,0.13339336,-0.75247014,1
0.0,0.0,-0.12125921,-0.07228955,-0.20677501,-0.21193887,-0.22206344,-0.36998934,-0.19289745,-0.5051513,-0.100257434,-0.4766697,-0.09544329,-0.68126637,-0.0877631,-0.8078242,-0.07371959,-0.9203103,-0.020263376,-0.4980084,-0.013231099,-0.72799104,-0.0070257294,-0.87043226,0.0018945327,-0.9999982,0.04838114,-0.4757845,0.060098015,-0.6829396,0.06714409,-0.81091565,0.07367026,-0.9273494,0.11560087,-0.4187758,0.12696047,-0.56948614,0.13066114,-0.666944,0.13102391,-0.75984174,1
0.0,0.0,-0.10904137,-0.06559305,-0.19185415,-0.19766705,-0.22025357,-0.3444935,-0.20024069,-0.4814452,-0.10376583,-0.4597624,-0.10121493,-0.6613902,-0.093502805,-0.7908123,-0.07829991,-0.9073275,-0.024173515,-0.4909959,-0.017490253,-0.7204238,-0.011279322,-0.8639668,-0.004558975,-0.9999896,0.045489036,-0.47514683,0.054501697,-0.6806307,0.06078515,-0.81216574,0.064917766,-0.9315041,0.11203831,-0.4210419,0.12268413,-0.5729849,0.1248427,-0.6726246,0.12219262,-0.7662519,1
0.0,0.0,-0.10899382,-0.0710282,-0.19245413,-0.21075794,-0.22028463,-0.3658827,-0.21140376,-0.5091703,-0.09769441,-0.47461465,-0.097752295,-0.6769484,-0.09028056,-0.8030387,-0.0741739,-0.9146702,-0.022569938,-0.5044373,-0.018334836,-0.73130053,-0.012569044,-0.87199193,-0.0036437898,-0.9999934,0.043892764,-0.48925504,0.05129232,-0.69331515,0.056349833,-0.8237208,0.06123844,-0.9409804,0.10844811,-0.43497986,0.11514181,-0.5890004,0.116064735,-0.6873721,0.11407723,-0.77801025,1
0.0,0.0,-0.10202608,-0.06901492,-0.17535895,-0.21741837,-0.19813387,-0.37075576,-0.17327715,-0.49867648,-0.06714219,-0.47835192,-0.056866962,-0.68519384,-0.043857004,-0.81365824,-0.025043327,-0.92370456,0.0071702255,-0.5012907,0.023395257,-0.73183477,0.033398274,-0.87323904,0.044236008,-0.9990211,0.072031215,-0.48151565,0.088419326,-0.6876714,0.09634413,-0.82051337,0.10180408,-0.9348717,0.13395356,-0.42329922,0.15030846,-0.57706743,0.15218867,-0.6766784,0.14861283,-0.76465786,1
0.0,0.0,-0.10977244,-0.06944953,-0.19535916,-0.21460763,-0.23232007,-0.37063053,-0.2209893,-0.50689226,-0.09112017,-0.48141333,-0.08830976,-0.68882996,-0.082844354,-0.8128207,-0.071458995,-0.92121077,-0.016017618,-0.5063106,-0.008811878,-0.73343754,-0.0044493303,-0.8753634,0.0015696975,-0.99999875,0.052112907,-0.48634896,0.0639733,-0.69403565,0.07011189,-0.82199335,0.07398828,-0.93409586,0.117692634,-0.42764592,0.12710834,-0.57930386,0.12789303,-0.6777328,0.12578961,-0.7665279,1
